bron,titel,datum,indieners,uitslag,voor,tegen,unaniem
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=160/Verworpen_actuele_motie_AcM2_Stop_grensoverschrijdend_gedrag_op_het_werk__OAE_.pdf,Verworpen actuele motie AcM2 Stop grensoverschrijdend gedrag op het werk (OAE),11-06-2019,['OAE'],Verworpen,"['GL:7', 'PvdA:6', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1']","['CDA:6', 'D66:5', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'VVD:6', 'SP:2']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=161/Aangenomen_actuele_motie_AcM3_Regionale_wietproef__D66__GL__DENK__PvdA_.pdf,"Aangenomen actuele motie AcM3 Regionale wietproef (D66, GL, DENK, PvdA)",11-06-2019,"['D66', 'DENK', 'GL', 'PvdA']",Aangenomen,"['GL:7', 'PvdA:6', 'CDA:6', 'D66:5', 'M.A. Schreurs:1', 'DENK:1']","['LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'OAE:2', 'VVD:6', 'SP:2']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=162/Verworpen_actuele_motie_AcM4_Aanmelding_wietexperiment_onder_voorwaarden__PvdA__D66__OAE_.pdf,"Verworpen actuele motie AcM4 Aanmelding wietexperiment onder voorwaarden (PvdA, D66, OAE)",11-06-2019,"['D66', 'OAE', 'PvdA']",Verworpen,"['PvdA:6', 'D66:5', 'M.A. Schreurs:1', 'OAE:2']","['GL:7', 'CDA:6', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'DENK:1', 'VVD:6', 'SP:2']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=163/Aangenomen_actuele_motie_AcM5_aanpak_discriminatie_in_horecastappenplan__PvdA__GL__OAE__D66__DENK_.pdf,"Aangenomen actuele motie AcM5 aanpak discriminatie in horecastappenplan (PvdA, GL, OAE, D66, DENK)",11-06-2019,"['D66', 'DENK', 'GL', 'OAE', 'PvdA']",Aangenomen,"['GL:7', 'PvdA:6', 'D66:5', 'CU:1', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'SP:2']","['CDA:6', 'LPF:2', '50PLUS:2', 'LE:1', 'VVD:6']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=164/Verworpen_actuele_motie_AcM6_Bied_kwetsbare_cli__nten_continuiteit__D66__OAE__DENK__M.A._Schreurs__SP_.pdf,"Verworpen actuele motie AcM6 Bied kwetsbare cliënten continuiteit (D66, OAE, DENK, M.A. Schreurs, SP)",11-06-2019,"['D66', 'DENK', 'M.A.Schreurs', 'OAE', 'SP']",Verworpen,['vul handmatig in:-1'],['vul handmatig in:-1'],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=165/Ingetrokken_actuele_motie_AcM7_Evaluatie_HOV2__50PLUS__M.A._Schreurs__D66__LE__De_Leeuw__VVD__GL_.pdf,"Ingetrokken actuele motie AcM7 Evaluatie HOV2 (50PLUS, M.A. Schreurs, D66, LE, De Leeuw, VVD, GL)",11-06-2019,"['50PLUS', 'D66', 'GL', 'LE', 'M.A.Schreurs', 'H.A.G.deLeeuw', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=166/Toezegging_wethouder_Oosterveer_Vraag_V1_vragenhalfuur_Bedrijgsvoering___Eigenaarschap_in_de_organisatie.pdf,"Toezegging wethouder Oosterveer Vraag V1 vragenhalfuur Bedrijgsvoering,  Eigenaarschap in de organisatie",11-06-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=167/Toezegging_wethouder_Thijs_Vraag_V2_vragenhalfuur_Nieuwe_bomen_erbij.pdf,Toezegging wethouder Thijs Vraag V2 vragenhalfuur Nieuwe bomen erbij,11-06-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=168/Toezegging_wethouder_Thijs_RV_kredietaanvraag_regionale_opvang_zwerfdieren.pdf,Toezegging wethouder Thijs RV kredietaanvraag regionale opvang zwerfdieren,11-06-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=169/Ingetrokken_motie_K.M01_De_zeven_zekerheden_van_de_gemeente_Eindhoven__PvdA__OAE__GL__D66__DENK_.pdf,"Ingetrokken motie K.M01 De zeven zekerheden van de gemeente Eindhoven (PvdA, OAE, GL, D66, DENK)",02-07-2019,"['D66', 'DENK', 'GL', 'OAE', 'PvdA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=170/Ingetrokken_motie_K.M02A_Stel_duurzame_voorwaarden_op_voor_het_gebruik_van_Biomassa__D66__CU__GL_.pdf,"Ingetrokken motie K.M02A Stel duurzame voorwaarden op voor het gebruik van Biomassa (D66, CU, GL)",02-07-2019,"['CU', 'D66', 'GL']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=171/Ingetrokken_motie_K.M03_Bouwoffensief__VVD__CU__D66__DENK__OAE__LPF__CDA_.pdf,"Ingetrokken motie K.M03 Bouwoffensief (VVD, CU, D66, DENK, OAE, LPF, CDA)",02-07-2019,"['CDA', 'CU', 'D66', 'DENK', 'LPF', 'OAE', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=172/Ingetrokken_motie_K.M04_Een_groene_Kleine_Berg_voor_fietsers_en_voetgangers__D66__LPF__OAE__GroenLinks_.pdf,"Ingetrokken motie K.M04 Een groene Kleine Berg voor fietsers en voetgangers (D66, LPF, OAE, GroenLinks)",02-07-2019,"['D66', 'GL', 'LPF', 'OAE']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=173/Verworpen_motie_K.M05_Wachttijden_GGD_Brabant-Zuidoost_verkorten__SP__DENK__H.A.G._de_Leeuw__D66__OAE_.pdf,"Verworpen motie K.M05 Wachttijden GGD Brabant-Zuidoost verkorten (SP, DENK, H.A.G. de Leeuw, D66, OAE)",02-07-2019,"['D66', 'DENK', 'H.A.G.deLeeuw', 'OAE', 'SP']",Verworpen,"['D66:5', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1', 'SP:2']","['GL:6', 'PvdA:6', 'CDA:6', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'M.A. Schreurs:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=174/Ingetrokken_motie_K.M06_Klimaatcrisis_van_40puntenplan_naar_040puntenplan__GL__SP__D66_.pdf,"Ingetrokken motie K.M06 Klimaatcrisis van 40puntenplan naar 040puntenplan (GL, SP, D66)",02-07-2019,"['D66', 'GL', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=175/Ingetrokken_motie_K.M07_Aanslingeren_logistieke_bundeling__VVD__D66__CDA__GL__DENK_.pdf,"Ingetrokken motie K.M07 Aanslingeren logistieke bundeling (VVD, D66, CDA, GL, DENK)",02-07-2019,"['CDA', 'D66', 'DENK', 'GL', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=176/Aangehouden_motie_K.M09_Het_verkeerde_spoor__OAE__DENK_.pdf,"Aangehouden motie K.M09 Het verkeerde spoor (OAE, DENK)",02-07-2019,"['DENK', 'OAE']",,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=177/Aangehouden_motie_K.M10_Banencommitment_Brainport__M.A._Schreurs__OAE__H.A.G._de_Leeuw__DENK_.pdf,"Aangehouden motie K.M10 Banencommitment Brainport (M.A. Schreurs, OAE, H.A.G. de Leeuw, DENK)",02-07-2019,"['DENK', 'H.A.G.deLeeuw', 'M.A.Schreurs', 'OAE']",,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=178/Aangehouden_motie_K.M11_Dekking_exploitatielasten__M.A._Schreurs__OAE__H.A.G._de_Leeuw__DENK_.pdf,"Aangehouden motie K.M11 Dekking exploitatielasten (M.A. Schreurs, OAE, H.A.G. de Leeuw, DENK)",02-07-2019,"['DENK', 'H.A.G.deLeeuw', 'M.A.Schreurs', 'OAE']",,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=179/Verworpen_motie_K.M12_Gebruik_compensatie_zorgtekorten_Rijk__M.A._Schreurs__OAE__H.A.G._de_Leeuw_.pdf,"Verworpen motie K.M12 Gebruik compensatie zorgtekorten Rijk (M.A. Schreurs, OAE, H.A.G. de Leeuw)",02-07-2019,"['H.A.G.deLeeuw', 'M.A.Schreurs', 'OAE']",Verworpen,"['M.A. Schreurs:1', 'OAE:2', 'H.A.G. de Leeuw:1']","['GL:6', 'PvdA:6', 'CDA:6', 'D66:5', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'DENK:1', 'VVD:7', 'SP:2']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=180/Ingetrokken_motie_K.M13_Invoering_scanauto__M.A._Schreurs__D66__OAE__H.A.G._de_Leeuw__50PLUS_.pdf,"Ingetrokken motie K.M13 Invoering scanauto (M.A. Schreurs, D66, OAE, H.A.G. de Leeuw, 50PLUS)",02-07-2019,"['50PLUS', 'D66', 'H.A.G.deLeeuw', 'M.A.Schreurs', 'OAE']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=181/Ingetrokken_motie_K.M14_Extra_geld_MO__PvdA__CU__CDA__GL__D66__OAE__50PLUS__DENK__SP_.pdf,"Ingetrokken motie K.M14 Extra geld MO (PvdA, CU, CDA, GL, D66, OAE, 50PLUS, DENK, SP)",02-07-2019,"['50PLUS', 'CDA', 'CU', 'D66', 'DENK', 'GL', 'OAE', 'PvdA', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=182/Ingetrokken_motie_K.M15_Kerkenvisie__CDA__LPF__OAE__CU__D66_.pdf,"Ingetrokken motie K.M15 Kerkenvisie (CDA, LPF, OAE, CU, D66)",02-07-2019,"['CDA', 'CU', 'D66', 'LPF', 'OAE']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=183/Ingetrokken_motie_K.M16_Subsidieverantwoording__CDA__GL__SP__CU_.pdf,"Ingetrokken motie K.M16 Subsidieverantwoording (CDA, GL, SP, CU)",02-07-2019,"['CDA', 'CU', 'GL', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=184/Ingetrokken_motie_K.M17_Kostenbeheersing_Wij_Eindhoven__OAE__DENK_.pdf,"Ingetrokken motie K.M17 Kostenbeheersing Wij Eindhoven (OAE, DENK)",02-07-2019,"['DENK', 'OAE']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=185/Aangehouden_motie_K.M18_Binnen_slapen_als_het_vriest__SP__D66__OAE_.pdf,"Aangehouden motie K.M18 Binnen slapen als het vriest (SP, D66, OAE)",02-07-2019,"['D66', 'OAE', 'SP']",Aangehouden,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=186/Ingetrokken_motie_JRM01_Eindhovenaren_verdienen_goede_rechtsbescherming__SP__50PLUS__OAE__DENK__M.A._Schreurs_.pdf,"Ingetrokken motie JRM01 Eindhovenaren verdienen goede rechtsbescherming (SP, 50PLUS, OAE, DENK, M.A. Schreurs)",27-08-2019,"['50PLUS', 'DENK', 'M.A.Schreurs', 'OAE', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=187/Ingetrokken_motie_JRM02_Jaarstukken__jaarrekening__2018_in_samenhang_met_de_Kadernota_2020__D66__50PLUS__OAE__VVD__DENK__GL__CDA__LPF_.pdf,"Ingetrokken motie JRM02 Jaarstukken (jaarrekening) 2018 in samenhang met de Kadernota 2020 (D66, 50PLUS, OAE, VVD, DENK, GL, CDA, LPF)",27-08-2019,"['50PLUS', 'CDA', 'D66', 'DENK', 'GL', 'LPF', 'OAE', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=188/Verworpen_motie_JRM03_Uitspraak_Rechtbank_geldt_voor_alle_bezwaarmakers__SP__OAE__M.A._Schreurs_.pdf,"Verworpen motie JRM03 Uitspraak Rechtbank geldt voor alle bezwaarmakers (SP, OAE, M.A. Schreurs)",27-08-2019,"['M.A.Schreurs', 'OAE', 'SP']",Verworpen,"['D66:5', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'SP:3']","['GL:7', 'PvdA:6', 'CDA:6', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'H.A.G. de Leeuw:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=189/Verworpen_motie_JRM04_huishoudelijke_hulp_volgens_de_wet__SP__OAE__M.A._Schreurs_.pdf,"Verworpen motie JRM04 huishoudelijke hulp volgens de wet (SP, OAE, M.A. Schreurs)",27-08-2019,"['M.A.Schreurs', 'OAE', 'SP']",Verworpen,"['D66:5', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'SP:3']","['GL:7', 'PvdA:6', 'CDA:6', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'H.A.G. de Leeuw:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=190/Toezegging_wethouder_Oosterveer_RV_Jaarrekening_2018.pdf,Toezegging wethouder Oosterveer RV Jaarrekening 2018,27-08-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=191/Ingetrokken_motie_M1_behoud_de_Zomerschool__SP__D66__50PLUS__DENK__OAE_.pdf,"Ingetrokken motie M1 behoud de Zomerschool (SP, D66, 50PLUS, DENK, OAE)",10-09-2019,"['50PLUS', 'D66', 'DENK', 'OAE', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=192/Ingetrokken_motie_M2_pedagogische_ondersteuning__SP__PvdA__D66__DENK__OAE_.pdf,"Ingetrokken motie M2 pedagogische ondersteuning (SP, PvdA, D66, DENK, OAE)",10-09-2019,"['D66', 'DENK', 'OAE', 'PvdA', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=193/Aangenomen_motie_M3_plan_B_Ballonnen__GL__VVD__CDA__PvdA__D66_.pdf,"Aangenomen motie M3 plan B Ballonnen (GL, VVD, CDA, PvdA, D66)",10-09-2019,"['CDA', 'D66', 'GL', 'PvdA', 'VVD']",Aangenomen,"['GL:7', 'PvdA:6', 'CDA:5', 'D66:5', '50PLUS:2', 'LE:1', 'CU:1', 'DENK:1', 'H.A.G. de Leeuw:1', 'VVD:7', 'SP:3']","['LPF:2', 'OAE:2']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=194/Aangenomen_actuele_motie_AcM1A_Niemand_meer_tussen_wal_en_schip__50PLUS__OAE__DENK__D66__VVD__GL__CDA__PvdA__CU__LPF__SP__LE__H.A.G._de_Leeuw_.pdf,"Aangenomen actuele motie AcM1A Niemand meer tussen wal en schip (50PLUS, OAE, DENK, D66, VVD, GL, CDA, PvdA, CU, LPF, SP, LE, H.A.G. de Leeuw)",10-09-2019,"['50PLUS', 'CDA', 'CU', 'D66', 'DENK', 'GL', 'H.A.G.deLeeuw', 'LE', 'LPF', 'OAE', 'PvdA', 'SP', 'VVD']",Aangenomen,[],[],ja
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=195/Ingetrokken_actuele_motie_AcM2_van_nationaliteit_onbekend_naar_staatloos__D66__CU__DENK__SP__OAE__GL__PvdA__H.A.G._de_Leeuw_.pdf,"Ingetrokken actuele motie AcM2 van nationaliteit onbekend naar staatloos (D66, CU, DENK, SP, OAE, GL, PvdA, H.A.G. de Leeuw)",10-09-2019,"['CU', 'D66', 'DENK', 'GL', 'H.A.G.deLeeuw', 'OAE', 'PvdA', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=196/Toezegging_wethouder_Steenbakkers_Voetbalbvereniging_Wodan__vraag_V1_vragenhalfuur_.pdf,Toezegging wethouder Steenbakkers Voetbalbvereniging Wodan (vraag V1 vragenhalfuur),10-09-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=197/Toezegging_wethouder_Thijs_RV_Innovatief_Lucht_Meetnet_AiREAS.pdf,Toezegging wethouder Thijs RV Innovatief Lucht Meetnet AiREAS,10-09-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=198/Toezegging_wethouder_Thijs_RV_Boeiende_Binnenstad__amendement_A1_.pdf,Toezegging wethouder Thijs RV Boeiende Binnenstad (amendement A1),10-09-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=199/Ingetrokken_actuele_motie_AcM1A_Gebarentolk__LPF__50PLUS__D66__OAE_.pdf,"Ingetrokken actuele motie AcM1A Gebarentolk (LPF, 50PLUS, D66, OAE)",01-10-2019,"['50PLUS', 'D66', 'LPF', 'OAE']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=200/Verworpen_actuele_motie_AcM2A_Gelijke_gevallen_gelijk_behandelen__OAE__M.A._Schreurs__LPF__D66__DENK_.pdf,"Verworpen actuele motie AcM2A Gelijke gevallen gelijk behandelen (OAE, M.A. Schreurs, LPF, D66, DENK)",01-10-2019,"['D66', 'DENK', 'LPF', 'M.A.Schreurs', 'OAE']",Verworpen,"['D66:5', 'LPF:2', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1', 'SP:3']","['GL:7', 'PvdA:6', 'CDA:6', '50PLUS:2', 'LE:1', 'CU:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=201/Ingetrokken_actuele_motie_AcM3_Uitvoeringsplan_verjongen_ambtelijk_apparaat__GL__VVD__CDA__D66_.pdf,"Ingetrokken actuele motie AcM3 Uitvoeringsplan verjongen ambtelijk apparaat (GL, VVD, CDA, D66)",01-10-2019,"['CDA', 'D66', 'GL', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=202/Ingetrokken_actuele_motie_AcM4_Participatie_Goede_toegang_maar_ook_goed_vervolg__GL__VVD__50PLUS__H.A.G._de_Leeuw_.pdf,"Ingetrokken actuele motie AcM4 Participatie Goede toegang maar ook goed vervolg (GL, VVD, 50PLUS, H.A.G. de Leeuw)",01-10-2019,"['50PLUS', 'GL', 'H.A.G.deLeeuw', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=203/Ingetrokken_actuele_motie_AcM5_geen_hoger_beroep_instellen_tegen_het_niet_mogen_inbreken_op_een_lopende_indicatie__SP__DENK_.pdf,"Ingetrokken actuele motie AcM5 geen hoger beroep instellen tegen het niet mogen inbreken op een lopende indicatie (SP, DENK)",01-10-2019,"['DENK', 'SP']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=204/Verworpen_actuele_motie_AcM6_motie_van_Afkeuring_Eindhovenaren_moeten_op_de_gemeente_kunnen_vertrouwen__SP__OAE__DENK__M.A._Schreurs_.pdf,"Verworpen actuele motie AcM6 motie van Afkeuring Eindhovenaren moeten op de gemeente kunnen vertrouwen (SP, OAE, DENK, M.A. Schreurs)",01-10-2019,"['DENK', 'M.A.Schreurs', 'OAE', 'SP']",Verworpen,"['D66:5', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'SP:3']","['GL:7', 'PvdA:6', 'CDA:6', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'H.A.G. de Leeuw:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=205/Verworpen_actuele_motie_AcM7_geen_hoger_beroep_instellen_tegen_het_niet_mogen_inbreken_op_een_lopende_indicatie__SP_.pdf,Verworpen actuele motie AcM7 geen hoger beroep instellen tegen het niet mogen inbreken op een lopende indicatie (SP),01-10-2019,['SP'],Verworpen,"['PvdA:6', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'SP:3']","['GL:7', 'CDA:6', 'D66:5', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'H.A.G. de Leeuw:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=206/Toezegging_wethouder_Torunoglu_RV_bestemmingsplan_Vogelzangterrein.pdf,Toezegging wethouder Torunoglu RV bestemmingsplan Vogelzangterrein,01-10-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=230/Aangenomen_motie_M1A_Strijken_zonder_strijkstok__PvdA__DENK__D66__SP__GL_.pdf,"Aangenomen motie M1A Strijken zonder strijkstok (PvdA, DENK, D66, SP, GL)",26-11-2019,"['50PLUS', 'D66', 'DENK', 'GL', 'PvdA', 'SP']",Aangenomen,"['GL:7', 'PvdA:6', 'D66:5', '50PLUS:2', 'OAE:2', 'DENK:1', 'SP:3']","['CDA:6', 'LPF:2', 'LE:1', 'CU:1', 'H.A.G. de Leeuw:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=231/Ingetrokken_na_toezegging_motie_M6_Voorwaarden_en_eisen_inkoopbeleid__CDA__GL__VVD_.pdf,"Ingetrokken na toezegging motie M6 Voorwaarden en eisen inkoopbeleid (CDA, GL, VVD)",26-11-2019,"['CDA', 'GL', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=232/Ingetrokken_na_toezegging_motie_M9_Proactief_sturen_op_sociale_innovatie__GL__VVD__PvdA__D66__CU__50PLUS__CDA__DENK_.pdf,"Ingetrokken na toezegging motie M9 Proactief sturen op sociale innovatie (GL, VVD, PvdA, D66, CU, 50PLUS, CDA, DENK)",26-11-2019,"['50PLUS', 'CDA', 'CU', 'D66', 'DENK', 'GL', 'PvdA', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=233/Ingetrokken_na_toezegging_motie_M12A_Gun_het_kind_een_stabiele_basis__SP__50PLUS__PvdA__OAE__DENK__GL__CU__D66_.pdf,"Ingetrokken na toezegging motie M12A Gun het kind een stabiele basis (SP, 50PLUS, PvdA, OAE, DENK, GL, CU, D66)",26-11-2019,"['50PLUS', 'CU', 'D66', 'DENK', 'GL', 'OAE', 'PvdA', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=234/Ingetrokken_na_toezegging_motie_M13A_Stop_de_jeugdzorg-carrousel__SP__50PLUS__GL__PvdA__DENK__CU__D66__OAE_.pdf,"Ingetrokken na toezegging motie M13A Stop de jeugdzorg-carrousel (SP, 50PLUS, GL, PvdA, DENK, CU, D66, OAE)",26-11-2019,"['50PLUS', 'CU', 'D66', 'DENK', 'GL', 'OAE', 'PvdA', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=235/Verworpen_motie_M15_Minder_markt_in_de_zorg__SP_.pdf,Verworpen motie M15 Minder markt in de zorg (SP),26-11-2019,['SP'],Verworpen,"['PvdA:6', 'CU:1', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1', 'SP:3']","['GL:7', 'CDA:6', 'D66:5', 'LPF:2', '50PLUS:2', 'LE:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=236/Ingetrokken_motie_M16_Laat_het_los_geef_vernieuwing_een_kans__D66__OAE__DENK_.pdf,"Ingetrokken motie M16 Laat het los geef vernieuwing een kans (D66, OAE, DENK)",26-11-2019,"['D66', 'DENK', 'OAE', 'SP']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=237/Ingetrokken_na_toezegging_motie_M4_Preventie_dak-en_thuislozen__PvdA__GL__CDA__OAE__CU__D66__VVD__SP__50PLUS__LE__DENK__H.A.G._de_Leeuw_.pdf,"Ingetrokken na toezegging motie M4 Preventie dak-en thuislozen (PvdA, GL, CDA, OAE, CU, D66, VVD, SP, 50PLUS, LE, DENK, H.A.G. de Leeuw)",26-11-2019,"['50PLUS', 'CDA', 'CU', 'D66', 'DENK', 'GL', 'H.A.G.deLeeuw', 'LE', 'OAE', 'PvdA', 'SP', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=238/Ingetrokken_na_toezegging_motie_M5_Afbouw_Mathildelaan__CDA__PvdA__GL__CU__D66__SP__50PLUS_.pdf,"Ingetrokken na toezegging motie M5 Afbouw Mathildelaan (CDA, PvdA, GL, CU, D66, SP, 50PLUS)",26-11-2019,"['50PLUS', 'CDA', 'CU', 'D66', 'GL', 'PvdA', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=239/Ingetrokken_na_toezegging_motie_M7_Samen_de_schouders_eronder_tegen_dakloosheid__GL__PvdA__CDA__VVD__DENK_.pdf,"Ingetrokken na toezegging motie M7 Samen de schouders eronder tegen dakloosheid (GL, PvdA, CDA, VVD, DENK)",26-11-2019,"['50PLUS', 'CDA', 'CU', 'DENK', 'GL', 'PvdA', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=240/Ingetrokken_na_toezegging_motie_M2_Niemand_zomaar_op_straat__PvdA_.pdf,Ingetrokken na toezegging motie M2 Niemand zomaar op straat (PvdA),26-11-2019,['PvdA'],Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=241/Ingetrokken_na_toezegging_motie_M3_Impuls_aan_Convenant_Studentenhuisvesting_2020-2025__GL__D66__CU__VVD__CDA__DENK_.pdf,"Ingetrokken na toezegging motie M3 Impuls aan Convenant Studentenhuisvesting 2020-2025 (GL, D66, CU, VVD, CDA, DENK)",26-11-2019,"['CDA', 'CU', 'D66', 'DENK', 'GL', 'PvdA', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=242/Ingetrokken_na_toezegging_motie_M8_Ambities_betekenen_ook__verantwoordelijkheid__CDA__CU__PvdA__GL__50PLUS__VVD_.pdf,"Ingetrokken na toezegging motie M8 Ambities betekenen ook  verantwoordelijkheid (CDA, CU, PvdA, GL, 50PLUS, VVD)",26-11-2019,"['50PLUS', 'CDA', 'CU', 'GL', 'PvdA', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=243/Ingetrokken_na_toezegging_motie_M10_Meer_samenhang_in_verbetering_makersklimaat__GL__D66__DENK_.pdf,"Ingetrokken na toezegging motie M10 Meer samenhang in verbetering makersklimaat (GL, D66, DENK)",26-11-2019,"['D66', 'DENK', 'GL']",Ingetrokken na Toezegging,[],[],nee
